element,fixture,total_points
402.0,297.0,1.0
403.0,6.0,1.0
403.0,16.0,1.0
403.0,29.0,1.0
403.0,33.0,1.0
403.0,46.0,3.0
403.0,60.0,6.0
403.0,66.0,3.0
403.0,79.0,2.0
403.0,87.0,1.0
403.0,100.0,0.0
403.0,107.0,0.0
403.0,113.0,0.0
403.0,127.0,0.0
403.0,138.0,0.0
403.0,144.0,0.0
403.0,159.0,0.0
403.0,168.0,0.0
403.0,175.0,0.0
403.0,189.0,0.0
403.0,194.0,0.0
403.0,209.0,0.0
403.0,211.0,0.0
403.0,229.0,0.0
403.0,237.0,0.0
403.0,247.0,0.0
403.0,251.0,0.0
403.0,267.0,1.0
403.0,275.0,1.0
403.0,297.0,1.0
404.0,6.0,0.0
404.0,16.0,0.0
404.0,29.0,0.0
404.0,33.0,0.0
404.0,46.0,0.0
404.0,60.0,0.0
404.0,66.0,0.0
404.0,79.0,0.0
404.0,87.0,0.0
404.0,100.0,0.0
404.0,107.0,0.0
404.0,113.0,0.0
404.0,127.0,0.0
404.0,138.0,0.0
404.0,144.0,0.0
404.0,159.0,0.0
404.0,168.0,0.0
404.0,175.0,0.0
404.0,189.0,0.0
404.0,194.0,0.0
404.0,209.0,0.0
404.0,211.0,0.0
404.0,229.0,0.0
404.0,237.0,0.0
404.0,247.0,0.0
404.0,251.0,0.0
404.0,267.0,0.0
404.0,275.0,0.0
404.0,297.0,0.0
405.0,6.0,5.0
405.0,16.0,2.0
405.0,29.0,2.0
405.0,33.0,0.0
405.0,46.0,9.0
405.0,60.0,12.0
405.0,66.0,0.0
405.0,79.0,0.0
405.0,87.0,0.0
405.0,100.0,0.0
405.0,107.0,0.0
405.0,113.0,0.0
405.0,127.0,0.0
405.0,138.0,0.0
405.0,144.0,0.0
405.0,159.0,0.0
405.0,168.0,1.0
405.0,175.0,1.0
405.0,189.0,1.0
405.0,194.0,6.0
405.0,209.0,1.0
405.0,211.0,2.0
405.0,229.0,0.0
405.0,237.0,3.0
405.0,247.0,1.0
405.0,251.0,-2.0
405.0,267.0,6.0
405.0,275.0,1.0
405.0,297.0,0.0
406.0,6.0,1.0
406.0,16.0,1.0
406.0,29.0,2.0
406.0,33.0,2.0
406.0,46.0,2.0
406.0,60.0,13.0
406.0,66.0,3.0
406.0,79.0,1.0
406.0,87.0,3.0
406.0,100.0,2.0
406.0,107.0,2.0
406.0,113.0,0.0
406.0,127.0,2.0
406.0,138.0,3.0
406.0,144.0,2.0
406.0,159.0,2.0
406.0,168.0,7.0
406.0,175.0,2.0
406.0,189.0,1.0
406.0,194.0,1.0
406.0,209.0,4.0
406.0,211.0,2.0
406.0,229.0,5.0
406.0,237.0,15.0
406.0,247.0,2.0
406.0,251.0,2.0
406.0,267.0,6.0
406.0,275.0,5.0
406.0,297.0,2.0
407.0,6.0,2.0
407.0,16.0,2.0
407.0,29.0,1.0
407.0,33.0,0.0
407.0,46.0,6.0
407.0,60.0,12.0
407.0,66.0,6.0
407.0,79.0,1.0
407.0,87.0,6.0
407.0,100.0,0.0
407.0,107.0,1.0
407.0,113.0,0.0
407.0,127.0,0.0
407.0,138.0,0.0
407.0,144.0,0.0
407.0,159.0,0.0
407.0,168.0,14.0
407.0,175.0,2.0
407.0,189.0,0.0
407.0,194.0,1.0
407.0,209.0,4.0
407.0,211.0,2.0
407.0,229.0,-1.0
407.0,237.0,1.0
407.0,247.0,1.0
407.0,251.0,4.0
407.0,267.0,8.0
407.0,275.0,1.0
407.0,297.0,1.0
408.0,6.0,0.0
408.0,16.0,0.0
408.0,29.0,0.0
408.0,33.0,0.0
408.0,46.0,0.0
408.0,60.0,0.0
408.0,66.0,0.0
408.0,79.0,0.0
408.0,87.0,0.0
408.0,100.0,0.0
408.0,107.0,0.0
408.0,113.0,0.0
408.0,127.0,0.0
408.0,138.0,0.0
408.0,144.0,0.0
408.0,159.0,0.0
408.0,168.0,0.0
408.0,175.0,0.0
408.0,189.0,0.0
408.0,194.0,0.0
408.0,209.0,0.0
408.0,211.0,0.0
408.0,229.0,0.0
408.0,237.0,0.0
408.0,247.0,0.0
408.0,251.0,0.0
408.0,267.0,0.0
408.0,275.0,0.0
408.0,297.0,0.0
409.0,6.0,0.0
409.0,16.0,0.0
409.0,29.0,0.0
409.0,33.0,0.0
409.0,46.0,0.0
409.0,60.0,0.0
409.0,66.0,0.0
409.0,79.0,0.0
409.0,87.0,0.0
409.0,100.0,0.0
409.0,107.0,0.0
409.0,113.0,0.0
409.0,127.0,0.0
409.0,138.0,1.0
409.0,144.0,2.0
409.0,159.0,2.0
409.0,168.0,7.0
409.0,175.0,3.0
409.0,189.0,2.0
409.0,194.0,8.0
409.0,209.0,3.0
409.0,211.0,3.0
409.0,229.0,1.0
409.0,237.0,1.0
409.0,247.0,2.0
409.0,251.0,0.0
409.0,267.0,7.0
409.0,275.0,2.0
409.0,297.0,1.0
410.0,6.0,0.0
410.0,16.0,0.0
410.0,29.0,0.0
410.0,33.0,0.0
410.0,46.0,0.0
410.0,60.0,0.0
410.0,66.0,0.0
410.0,79.0,0.0
410.0,87.0,0.0
410.0,100.0,0.0
410.0,107.0,0.0
410.0,113.0,0.0
410.0,127.0,0.0
410.0,138.0,0.0
410.0,144.0,0.0
410.0,159.0,0.0
410.0,168.0,0.0
410.0,175.0,0.0
410.0,189.0,0.0
410.0,194.0,0.0
410.0,209.0,0.0
410.0,211.0,0.0
410.0,229.0,0.0
410.0,237.0,0.0
410.0,247.0,0.0
410.0,251.0,0.0
410.0,267.0,0.0
410.0,275.0,0.0
410.0,297.0,0.0
411.0,6.0,0.0
411.0,16.0,0.0
411.0,29.0,0.0
411.0,33.0,0.0
411.0,46.0,0.0
411.0,60.0,0.0
411.0,66.0,0.0
411.0,79.0,0.0
411.0,87.0,0.0
411.0,100.0,0.0
411.0,107.0,0.0
411.0,113.0,0.0
411.0,127.0,0.0
411.0,138.0,0.0
411.0,144.0,0.0
411.0,159.0,0.0
411.0,168.0,0.0
411.0,175.0,0.0
411.0,189.0,0.0
411.0,194.0,0.0
411.0,209.0,0.0
411.0,211.0,0.0
411.0,229.0,0.0
411.0,237.0,0.0
411.0,247.0,0.0
411.0,251.0,0.0
411.0,267.0,0.0
411.0,275.0,0.0
411.0,297.0,0.0
412.0,6.0,4.0
412.0,16.0,0.0
412.0,29.0,10.0
412.0,33.0,1.0
412.0,46.0,5.0
412.0,60.0,12.0
412.0,66.0,5.0
412.0,79.0,0.0
412.0,87.0,8.0
412.0,100.0,2.0
412.0,107.0,7.0
412.0,113.0,2.0
412.0,127.0,13.0
412.0,138.0,10.0
412.0,144.0,2.0
412.0,159.0,2.0
412.0,168.0,6.0
412.0,175.0,2.0
412.0,189.0,1.0
412.0,194.0,5.0
412.0,209.0,7.0
412.0,211.0,1.0
412.0,229.0,4.0
412.0,237.0,2.0
412.0,247.0,8.0
412.0,251.0,2.0
412.0,267.0,8.0
412.0,275.0,1.0
412.0,297.0,8.0
413.0,6.0,0.0
413.0,16.0,0.0
413.0,29.0,0.0
413.0,33.0,0.0
413.0,46.0,0.0
413.0,60.0,0.0
413.0,66.0,0.0
413.0,79.0,0.0
413.0,87.0,0.0
413.0,100.0,0.0
413.0,107.0,0.0
413.0,113.0,0.0
413.0,127.0,0.0
413.0,138.0,0.0
413.0,144.0,0.0
413.0,159.0,0.0
413.0,168.0,0.0
413.0,175.0,0.0
413.0,189.0,0.0
413.0,194.0,0.0
413.0,209.0,0.0
413.0,211.0,0.0
413.0,229.0,0.0
413.0,237.0,0.0
413.0,247.0,0.0
413.0,251.0,0.0
413.0,267.0,0.0
413.0,275.0,0.0
413.0,297.0,0.0
414.0,6.0,0.0
414.0,16.0,0.0
414.0,29.0,0.0
414.0,33.0,0.0
414.0,46.0,0.0
414.0,60.0,0.0
414.0,66.0,0.0
414.0,79.0,0.0
414.0,87.0,0.0
414.0,100.0,0.0
414.0,107.0,0.0
414.0,113.0,0.0
414.0,127.0,0.0
414.0,138.0,0.0
414.0,144.0,0.0
414.0,159.0,0.0
414.0,168.0,0.0
414.0,175.0,0.0
414.0,189.0,0.0
414.0,194.0,0.0
414.0,209.0,0.0
414.0,211.0,0.0
414.0,229.0,0.0
414.0,237.0,0.0
414.0,247.0,0.0
414.0,251.0,0.0
414.0,267.0,0.0
414.0,275.0,0.0
414.0,297.0,0.0
415.0,6.0,13.0
415.0,16.0,2.0
415.0,29.0,2.0
415.0,33.0,2.0
415.0,46.0,0.0
415.0,60.0,5.0
415.0,66.0,6.0
415.0,79.0,13.0
415.0,87.0,1.0
415.0,100.0,0.0
415.0,107.0,0.0
415.0,113.0,0.0
415.0,127.0,8.0
415.0,138.0,2.0
415.0,144.0,2.0
415.0,159.0,2.0
415.0,168.0,0.0
415.0,175.0,1.0
415.0,189.0,7.0
415.0,194.0,6.0
415.0,209.0,6.0
415.0,211.0,1.0
415.0,229.0,0.0
415.0,237.0,0.0
415.0,247.0,0.0
415.0,251.0,2.0
415.0,267.0,8.0
415.0,275.0,6.0
415.0,297.0,12.0
416.0,6.0,2.0
416.0,16.0,0.0
416.0,29.0,2.0
416.0,33.0,1.0
416.0,46.0,0.0
416.0,60.0,0.0
416.0,66.0,1.0
416.0,79.0,0.0
416.0,87.0,3.0
416.0,100.0,2.0
416.0,107.0,9.0
416.0,113.0,2.0
416.0,127.0,6.0
416.0,138.0,2.0
416.0,144.0,2.0
416.0,159.0,6.0
416.0,168.0,1.0
416.0,175.0,0.0
416.0,189.0,1.0
416.0,194.0,1.0
416.0,209.0,0.0
416.0,211.0,0.0
416.0,229.0,0.0
416.0,237.0,0.0
416.0,247.0,0.0
416.0,251.0,0.0
416.0,267.0,0.0
416.0,275.0,0.0
416.0,297.0,0.0
417.0,6.0,0.0
417.0,16.0,0.0
417.0,29.0,0.0
417.0,33.0,0.0
417.0,46.0,0.0
417.0,60.0,0.0
417.0,66.0,0.0
417.0,79.0,0.0
417.0,87.0,0.0
417.0,100.0,0.0
417.0,107.0,0.0
417.0,113.0,1.0
417.0,127.0,0.0
417.0,138.0,0.0
417.0,144.0,1.0
417.0,159.0,1.0
417.0,168.0,7.0
417.0,175.0,0.0
417.0,189.0,0.0
417.0,194.0,0.0
417.0,209.0,0.0
417.0,211.0,1.0
417.0,229.0,0.0
417.0,237.0,1.0
417.0,247.0,0.0
417.0,251.0,0.0
417.0,267.0,0.0
417.0,275.0,1.0
417.0,297.0,0.0
418.0,6.0,0.0
418.0,16.0,0.0
418.0,29.0,0.0
418.0,33.0,0.0
418.0,46.0,0.0
418.0,60.0,0.0
418.0,66.0,0.0
418.0,79.0,0.0
418.0,87.0,0.0
418.0,100.0,0.0
418.0,107.0,0.0
418.0,113.0,0.0
418.0,127.0,0.0
418.0,138.0,0.0
418.0,144.0,0.0
418.0,159.0,0.0
418.0,168.0,0.0
418.0,175.0,0.0
418.0,189.0,0.0
418.0,194.0,0.0
418.0,209.0,0.0
418.0,211.0,0.0
418.0,229.0,0.0
418.0,237.0,0.0
418.0,247.0,0.0
418.0,251.0,0.0
418.0,267.0,0.0
418.0,275.0,0.0
418.0,297.0,0.0
419.0,6.0,0.0
419.0,16.0,0.0
419.0,29.0,0.0
419.0,33.0,1.0
419.0,46.0,0.0
419.0,60.0,0.0
419.0,66.0,6.0
419.0,79.0,1.0
419.0,87.0,6.0
419.0,100.0,0.0
419.0,107.0,9.0
419.0,113.0,0.0
419.0,127.0,7.0
419.0,138.0,6.0
419.0,144.0,1.0
419.0,159.0,-1.0
419.0,168.0,6.0
419.0,175.0,1.0
419.0,189.0,0.0
419.0,194.0,1.0
419.0,209.0,0.0
419.0,211.0,0.0
419.0,229.0,0.0
419.0,237.0,0.0
419.0,247.0,0.0
419.0,251.0,1.0
419.0,267.0,0.0
419.0,275.0,0.0
419.0,297.0,1.0
420.0,6.0,0.0
420.0,16.0,0.0
420.0,29.0,0.0
420.0,33.0,0.0
420.0,46.0,0.0
420.0,60.0,0.0
420.0,66.0,0.0
420.0,79.0,0.0
420.0,87.0,0.0
420.0,100.0,0.0
420.0,107.0,0.0
420.0,113.0,0.0
420.0,127.0,0.0
420.0,138.0,0.0
420.0,144.0,0.0
420.0,159.0,0.0
420.0,168.0,0.0
420.0,175.0,0.0
420.0,189.0,0.0
420.0,194.0,0.0
420.0,209.0,0.0
420.0,211.0,0.0
420.0,229.0,0.0
420.0,237.0,0.0
420.0,247.0,0.0
420.0,251.0,0.0
420.0,267.0,0.0
420.0,275.0,0.0
420.0,297.0,0.0
421.0,6.0,1.0
421.0,16.0,1.0
421.0,29.0,1.0
421.0,33.0,4.0
421.0,46.0,3.0
421.0,60.0,11.0
421.0,66.0,3.0
421.0,79.0,1.0
421.0,87.0,7.0
421.0,100.0,1.0
421.0,107.0,2.0
421.0,113.0,2.0
421.0,127.0,0.0
421.0,138.0,0.0
421.0,144.0,0.0
421.0,159.0,1.0
421.0,168.0,3.0
421.0,175.0,2.0
421.0,189.0,2.0
421.0,194.0,4.0
421.0,209.0,2.0
421.0,211.0,2.0
421.0,229.0,13.0
421.0,237.0,2.0
421.0,247.0,2.0
421.0,251.0,2.0
421.0,267.0,3.0
421.0,275.0,2.0
421.0,297.0,2.0
422.0,6.0,0.0
422.0,16.0,0.0
422.0,29.0,0.0
422.0,33.0,0.0
422.0,46.0,0.0
422.0,60.0,0.0
422.0,66.0,0.0
422.0,79.0,0.0
422.0,87.0,0.0
422.0,100.0,0.0
422.0,107.0,0.0
422.0,113.0,0.0
422.0,127.0,0.0
422.0,138.0,0.0
422.0,144.0,0.0
422.0,159.0,0.0
422.0,168.0,0.0
422.0,175.0,0.0
422.0,189.0,0.0
422.0,194.0,0.0
422.0,209.0,0.0
422.0,211.0,0.0
422.0,229.0,0.0
422.0,237.0,0.0
422.0,247.0,0.0
422.0,251.0,0.0
422.0,267.0,0.0
422.0,275.0,0.0
422.0,297.0,0.0
423.0,6.0,4.0
423.0,16.0,0.0
423.0,29.0,0.0
423.0,33.0,0.0
423.0,46.0,0.0
423.0,60.0,0.0
423.0,66.0,1.0
423.0,79.0,1.0
423.0,87.0,17.0
423.0,100.0,0.0
423.0,107.0,1.0
423.0,113.0,0.0
423.0,127.0,0.0
423.0,138.0,0.0
423.0,144.0,0.0
423.0,159.0,0.0
423.0,168.0,0.0
423.0,175.0,0.0
423.0,189.0,0.0
423.0,194.0,0.0
423.0,209.0,0.0
423.0,211.0,5.0
423.0,229.0,1.0
423.0,237.0,0.0
423.0,247.0,1.0
423.0,251.0,1.0
423.0,267.0,3.0
423.0,275.0,6.0
423.0,297.0,2.0
424.0,6.0,3.0
424.0,16.0,3.0
424.0,29.0,1.0
424.0,33.0,2.0
424.0,46.0,6.0
424.0,60.0,6.0
424.0,66.0,6.0
424.0,79.0,1.0
424.0,87.0,7.0
424.0,100.0,2.0
424.0,107.0,6.0
424.0,113.0,4.0
424.0,127.0,3.0
424.0,138.0,6.0
424.0,144.0,0.0
424.0,159.0,0.0
424.0,168.0,0.0
424.0,175.0,0.0
424.0,189.0,0.0
424.0,194.0,0.0
424.0,209.0,0.0
424.0,211.0,0.0
424.0,229.0,0.0
424.0,237.0,0.0
424.0,247.0,0.0
424.0,251.0,0.0
424.0,267.0,0.0
424.0,275.0,0.0
424.0,297.0,0.0
425.0,6.0,0.0
425.0,16.0,0.0
425.0,29.0,0.0
425.0,33.0,0.0
425.0,46.0,0.0
425.0,60.0,0.0
425.0,66.0,0.0
425.0,79.0,0.0
425.0,87.0,0.0
425.0,100.0,0.0
425.0,107.0,1.0
425.0,113.0,1.0
425.0,127.0,0.0
425.0,138.0,1.0
425.0,144.0,1.0
425.0,159.0,1.0
425.0,168.0,1.0
425.0,175.0,0.0
425.0,189.0,0.0
425.0,194.0,0.0
425.0,209.0,0.0
425.0,211.0,0.0
425.0,229.0,0.0
425.0,237.0,0.0
425.0,247.0,6.0
425.0,251.0,0.0
425.0,267.0,0.0
425.0,275.0,0.0
425.0,297.0,0.0
426.0,6.0,0.0
426.0,16.0,0.0
426.0,29.0,0.0
426.0,33.0,0.0
426.0,46.0,0.0
426.0,60.0,0.0
426.0,66.0,0.0
426.0,79.0,0.0
426.0,87.0,0.0
426.0,100.0,0.0
426.0,107.0,0.0
426.0,113.0,0.0
426.0,127.0,0.0
426.0,138.0,0.0
426.0,144.0,0.0
426.0,159.0,0.0
426.0,168.0,0.0
426.0,175.0,0.0
426.0,189.0,0.0
426.0,194.0,0.0
426.0,209.0,0.0
426.0,211.0,0.0
426.0,229.0,0.0
426.0,237.0,0.0
426.0,247.0,0.0
426.0,251.0,0.0
426.0,267.0,0.0
426.0,275.0,0.0
426.0,297.0,0.0
427.0,6.0,2.0
427.0,16.0,2.0
427.0,29.0,1.0
427.0,33.0,0.0
427.0,46.0,7.0
427.0,60.0,6.0
427.0,66.0,7.0
427.0,79.0,1.0
427.0,87.0,7.0
427.0,100.0,5.0
427.0,107.0,5.0
427.0,113.0,1.0
427.0,127.0,2.0
427.0,138.0,6.0
427.0,144.0,1.0
427.0,159.0,0.0
427.0,168.0,1.0
427.0,175.0,2.0
427.0,189.0,0.0
427.0,194.0,0.0
427.0,209.0,1.0
427.0,211.0,17.0
427.0,229.0,0.0
427.0,237.0,7.0
427.0,247.0,3.0
427.0,251.0,0.0
427.0,267.0,12.0
427.0,275.0,1.0
427.0,297.0,1.0
428.0,6.0,0.0
428.0,16.0,0.0
428.0,29.0,1.0
428.0,33.0,0.0
428.0,46.0,0.0
428.0,60.0,0.0
428.0,66.0,0.0
428.0,79.0,1.0
428.0,87.0,0.0
428.0,100.0,0.0
428.0,107.0,0.0
428.0,113.0,0.0
428.0,127.0,0.0
428.0,138.0,0.0
428.0,144.0,0.0
428.0,159.0,0.0
428.0,168.0,0.0
428.0,175.0,0.0
428.0,189.0,0.0
428.0,194.0,0.0
428.0,209.0,0.0
428.0,211.0,0.0
428.0,229.0,0.0
428.0,237.0,0.0
428.0,247.0,0.0
428.0,251.0,0.0
428.0,267.0,0.0
428.0,275.0,0.0
428.0,297.0,0.0
429.0,6.0,6.0
429.0,16.0,1.0
429.0,29.0,3.0
429.0,33.0,1.0
429.0,46.0,0.0
429.0,60.0,1.0
429.0,66.0,1.0
429.0,79.0,2.0
429.0,87.0,1.0
429.0,100.0,0.0
429.0,107.0,0.0
429.0,113.0,0.0
429.0,127.0,0.0
429.0,138.0,0.0
429.0,144.0,0.0
429.0,159.0,0.0
429.0,168.0,0.0
429.0,175.0,0.0
429.0,189.0,0.0
429.0,194.0,0.0
429.0,209.0,0.0
429.0,211.0,0.0
429.0,229.0,0.0
429.0,237.0,0.0
429.0,247.0,0.0
429.0,251.0,0.0
429.0,267.0,0.0
429.0,275.0,0.0
429.0,297.0,0.0
430.0,6.0,2.0
430.0,16.0,2.0
430.0,29.0,0.0
430.0,33.0,1.0
430.0,46.0,8.0
430.0,60.0,18.0
430.0,66.0,12.0
430.0,79.0,6.0
430.0,87.0,10.0
430.0,100.0,0.0
430.0,107.0,9.0
430.0,113.0,1.0
430.0,127.0,1.0
430.0,138.0,12.0
430.0,144.0,1.0
430.0,159.0,-1.0
430.0,168.0,0.0
430.0,175.0,2.0
430.0,189.0,1.0
430.0,194.0,0.0
430.0,209.0,1.0
430.0,211.0,7.0
430.0,229.0,9.0
430.0,237.0,4.0
430.0,247.0,1.0
430.0,251.0,0.0
430.0,267.0,1.0
430.0,275.0,0.0
430.0,297.0,0.0
431.0,6.0,0.0
431.0,16.0,0.0
431.0,29.0,0.0
431.0,33.0,0.0
431.0,46.0,0.0
431.0,60.0,0.0
431.0,66.0,0.0
431.0,79.0,0.0
431.0,87.0,0.0
431.0,100.0,0.0
431.0,107.0,0.0
431.0,113.0,0.0
431.0,127.0,0.0
431.0,138.0,0.0
431.0,144.0,0.0
431.0,159.0,0.0
431.0,168.0,0.0
431.0,175.0,0.0
431.0,189.0,0.0
431.0,194.0,0.0
431.0,209.0,0.0
431.0,211.0,0.0
431.0,229.0,0.0
431.0,237.0,0.0
431.0,247.0,0.0
431.0,251.0,0.0
431.0,267.0,0.0
431.0,275.0,0.0
431.0,297.0,0.0
432.0,6.0,0.0
432.0,16.0,0.0
432.0,29.0,0.0
432.0,33.0,0.0
432.0,46.0,0.0
432.0,60.0,0.0
432.0,66.0,0.0
432.0,79.0,0.0
432.0,87.0,0.0
432.0,100.0,1.0
432.0,107.0,1.0
432.0,113.0,2.0
432.0,127.0,0.0
432.0,138.0,0.0
432.0,144.0,0.0
432.0,159.0,0.0
432.0,168.0,0.0
432.0,175.0,0.0
432.0,189.0,0.0
432.0,194.0,0.0
432.0,209.0,0.0
432.0,211.0,0.0
432.0,229.0,0.0
432.0,237.0,0.0
432.0,247.0,0.0
432.0,251.0,6.0
432.0,267.0,3.0
432.0,275.0,2.0
432.0,297.0,1.0
433.0,6.0,5.0
433.0,16.0,1.0
433.0,29.0,1.0
433.0,33.0,6.0
433.0,46.0,5.0
433.0,60.0,6.0
433.0,66.0,0.0
433.0,79.0,1.0
433.0,87.0,6.0
433.0,100.0,13.0
433.0,107.0,2.0
433.0,113.0,0.0
433.0,127.0,0.0
433.0,138.0,0.0
433.0,144.0,0.0
433.0,159.0,4.0
433.0,168.0,2.0
433.0,175.0,2.0
433.0,189.0,1.0
433.0,194.0,0.0
433.0,209.0,0.0
433.0,211.0,0.0
433.0,229.0,1.0
433.0,237.0,1.0
433.0,247.0,0.0
433.0,251.0,0.0
433.0,267.0,0.0
433.0,275.0,0.0
433.0,297.0,0.0
434.0,2.0,0.0
434.0,17.0,0.0
434.0,28.0,0.0
434.0,35.0,0.0
434.0,47.0,0.0
434.0,59.0,0.0
434.0,67.0,0.0
434.0,74.0,0.0
434.0,88.0,0.0
434.0,97.0,0.0
434.0,108.0,0.0
434.0,119.0,0.0
434.0,128.0,0.0
434.0,139.0,0.0
434.0,145.0,0.0
434.0,160.0,0.0
434.0,169.0,0.0
434.0,177.0,0.0
434.0,189.0,0.0
434.0,197.0,0.0
434.0,203.0,1.0
434.0,215.0,0.0
434.0,222.0,0.0
434.0,237.0,0.0
434.0,248.0,0.0
434.0,252.0,0.0
434.0,268.0,0.0
434.0,274.0,0.0
434.0,287.0,0.0
434.0,298.0,0.0
435.0,2.0,0.0
435.0,17.0,0.0
435.0,28.0,0.0
435.0,35.0,0.0
435.0,47.0,0.0
435.0,59.0,0.0
435.0,67.0,0.0
435.0,74.0,0.0
435.0,88.0,0.0
435.0,97.0,0.0
435.0,108.0,0.0
435.0,119.0,0.0
435.0,128.0,0.0
435.0,139.0,0.0
435.0,145.0,0.0
435.0,160.0,0.0
435.0,169.0,0.0
435.0,177.0,0.0
435.0,189.0,0.0
435.0,197.0,0.0
435.0,203.0,0.0
435.0,215.0,0.0
435.0,222.0,0.0
435.0,237.0,0.0
435.0,248.0,0.0
435.0,252.0,0.0
435.0,268.0,0.0
435.0,274.0,0.0
435.0,287.0,0.0
435.0,298.0,0.0
436.0,2.0,1.0
436.0,17.0,10.0
436.0,28.0,0.0
436.0,35.0,6.0
436.0,47.0,0.0
436.0,59.0,0.0
436.0,67.0,2.0
436.0,74.0,1.0
436.0,88.0,2.0
436.0,97.0,1.0
436.0,108.0,1.0
436.0,119.0,1.0
436.0,128.0,0.0
436.0,139.0,2.0
436.0,145.0,0.0
436.0,160.0,0.0
436.0,169.0,0.0
436.0,177.0,0.0
436.0,189.0,0.0
436.0,197.0,0.0
436.0,203.0,0.0
436.0,215.0,0.0
436.0,222.0,0.0
436.0,237.0,0.0
436.0,248.0,0.0
436.0,252.0,0.0
436.0,268.0,0.0
436.0,274.0,0.0
436.0,287.0,0.0
436.0,298.0,0.0
437.0,2.0,7.0
437.0,17.0,7.0
437.0,28.0,6.0
437.0,35.0,5.0
437.0,47.0,5.0
437.0,59.0,1.0
437.0,67.0,2.0
437.0,74.0,0.0
437.0,88.0,0.0
437.0,97.0,1.0
437.0,108.0,2.0
437.0,119.0,6.0
437.0,128.0,0.0
437.0,139.0,0.0
437.0,145.0,0.0
437.0,160.0,0.0
437.0,169.0,0.0
437.0,177.0,0.0
437.0,189.0,0.0
437.0,197.0,0.0
437.0,203.0,0.0
437.0,215.0,5.0
437.0,222.0,2.0
437.0,237.0,2.0
437.0,248.0,7.0
437.0,252.0,4.0
437.0,268.0,1.0
437.0,274.0,1.0
437.0,287.0,0.0
437.0,298.0,0.0
438.0,2.0,0.0
438.0,17.0,0.0
438.0,28.0,0.0
438.0,35.0,0.0
438.0,47.0,0.0
438.0,59.0,0.0
438.0,67.0,0.0
438.0,74.0,0.0
438.0,88.0,0.0
438.0,97.0,0.0
438.0,108.0,0.0
438.0,119.0,0.0
438.0,128.0,0.0
438.0,139.0,0.0
438.0,145.0,0.0
438.0,160.0,0.0
438.0,169.0,0.0
438.0,177.0,0.0
438.0,189.0,0.0
438.0,197.0,0.0
438.0,203.0,0.0
438.0,215.0,0.0
438.0,222.0,0.0
438.0,237.0,0.0
438.0,248.0,0.0
438.0,252.0,0.0
438.0,268.0,0.0
438.0,274.0,0.0
438.0,287.0,0.0
438.0,298.0,0.0
439.0,2.0,1.0
439.0,17.0,1.0
439.0,28.0,7.0
439.0,35.0,9.0
439.0,47.0,0.0
439.0,59.0,1.0
439.0,67.0,2.0
439.0,74.0,6.0
439.0,88.0,6.0
439.0,97.0,1.0
439.0,108.0,0.0
439.0,119.0,1.0
439.0,128.0,0.0
439.0,139.0,1.0
439.0,145.0,0.0
439.0,160.0,2.0
439.0,169.0,1.0
439.0,177.0,-3.0
439.0,189.0,0.0
439.0,197.0,1.0
439.0,203.0,0.0
439.0,215.0,0.0
439.0,222.0,0.0
439.0,237.0,0.0
439.0,248.0,0.0
439.0,252.0,0.0
439.0,268.0,0.0
439.0,274.0,0.0
439.0,287.0,2.0
439.0,298.0,0.0
440.0,2.0,0.0
440.0,17.0,0.0
440.0,28.0,0.0
440.0,35.0,0.0
440.0,47.0,0.0
440.0,59.0,0.0
440.0,67.0,0.0
440.0,74.0,0.0
440.0,88.0,0.0
440.0,97.0,0.0
440.0,108.0,0.0
440.0,119.0,0.0
440.0,128.0,0.0
440.0,139.0,0.0
440.0,145.0,0.0
440.0,160.0,0.0
440.0,169.0,0.0
440.0,177.0,0.0
440.0,189.0,0.0
440.0,197.0,0.0
440.0,203.0,0.0
440.0,215.0,0.0
440.0,222.0,0.0
440.0,237.0,0.0
440.0,248.0,0.0
440.0,252.0,0.0
440.0,268.0,0.0
440.0,274.0,0.0
440.0,287.0,0.0
440.0,298.0,0.0
441.0,2.0,0.0
441.0,17.0,0.0
441.0,28.0,0.0
441.0,35.0,0.0
441.0,47.0,0.0
441.0,59.0,0.0
441.0,67.0,0.0
441.0,74.0,0.0
441.0,88.0,0.0
441.0,97.0,0.0
441.0,108.0,0.0
441.0,119.0,0.0
441.0,128.0,0.0
441.0,139.0,0.0
441.0,145.0,0.0
441.0,160.0,0.0
441.0,169.0,0.0
441.0,177.0,0.0
441.0,189.0,0.0
441.0,197.0,0.0
441.0,203.0,0.0
441.0,215.0,0.0
441.0,222.0,0.0
441.0,237.0,0.0
441.0,248.0,0.0
441.0,252.0,0.0
441.0,268.0,0.0
441.0,274.0,0.0
441.0,287.0,0.0
441.0,298.0,0.0
442.0,2.0,2.0
442.0,17.0,2.0
442.0,28.0,2.0
442.0,35.0,1.0
442.0,47.0,0.0
442.0,59.0,0.0
442.0,67.0,0.0
442.0,74.0,0.0
442.0,88.0,0.0
442.0,97.0,0.0
442.0,108.0,0.0
442.0,119.0,1.0
442.0,128.0,2.0
442.0,139.0,0.0
442.0,145.0,1.0
442.0,160.0,1.0
442.0,169.0,1.0
442.0,177.0,1.0
442.0,189.0,2.0
442.0,197.0,2.0
442.0,203.0,8.0
442.0,215.0,2.0
442.0,222.0,1.0
442.0,237.0,1.0
442.0,248.0,3.0
